"AUXRR281.Code.or.Value","AUXRR281.Value.Description","AUXRR281.Count","AUXRR281.Cumulative","AUXRR281.Skip.to.Item"
"-16 to 80","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
