"CIQG16.Code.or.Value","CIQG16.Value.Description","CIQG16.Count","CIQG16.Cumulative","CIQG16.Skip.to.Item"
"1","Often",24,24,NA
"2","Sometimes",28,52,NA
"3","Rarely",27,79,NA
"4","Never",12,91,NA
"7","Refused",0,91,NA
"9","Don't know",0,91,NA
".","Missing",687,778,NA
