"FSD670.Code.or.Value","FSD670.Value.Description","FSD670.Count","FSD670.Cumulative","FSD670.Skip.to.Item"
"1","0-6 months",112,112,NA
"2","7-12 months",67,179,NA
"3","> 12 months",64,243,NA
".","Missing",9722,9965,NA
