"AUDTYR60.Code.or.Value","AUDTYR60.Value.Description","AUDTYR60.Count","AUDTYR60.Cumulative","AUDTYR60.Skip.to.Item"
"0 to 1.75","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
