"RFXC034.Code.or.Value","RFXC034.Value.Description","RFXC034.Count","RFXC034.Cumulative","RFXC034.Skip.to.Item"
"-6.759 to 3.458","Range of Values",51067,51067,NA
".","Missing",9,51076,NA
