"CIQD027.Code.or.Value","CIQD027.Value.Description","CIQD027.Count","CIQD027.Cumulative","CIQD027.Skip.to.Item"
"1","Yes",18,18,NA
"2","No",5,23,NA
"7","Refuse",0,23,NA
"9","Don't know",0,23,NA
".","Missing",827,850,NA
