"VIQ090.Code.or.Value","VIQ090.Value.Description","VIQ090.Count","VIQ090.Cumulative","VIQ090.Skip.to.Item"
"1","Yes",219,219,""
"2","No",2813,3032,"VIQ310"
"7","Refused",0,3032,"VIQ310"
"9","Don't know",23,3055,"VIQ310"
".","Missing",4212,7267,""
