"TYXP242.Code.or.Value","TYXP242.Value.Description","TYXP242.Count","TYXP242.Cumulative","TYXP242.Skip.to.Item"
"-296 to -26","Range of Values",167,167,NA
".","Missing",8302,8469,NA
