"DUQ352.Code.or.Value","DUQ352.Value.Description","DUQ352.Count","DUQ352.Cumulative","DUQ352.Skip.to.Item"
"1","Once",18,18,NA
"2","2-5 times",51,69,NA
"3","6-19 times",34,103,NA
"4","20-49 times",41,144,NA
"5","50-99 times",27,171,NA
"6","100 times or more",75,246,NA
"77","Refused",0,246,NA
"99","Don't know",0,246,NA
".","Missing",4811,5057,NA
