"DBD080.Code.or.Value","DBD080.Value.Description","DBD080.Count","DBD080.Cumulative","DBD080.Skip.to.Item"
"1 to 1095","Range of Values",1558,1558,NA
"0","Never on a daily basis",133,1691,NA
"777777","Refused",0,1691,NA
"999999","Don't know",8,1699,NA
".","Missing",8266,9965,NA
