"OHQ870.Code.or.Value","OHQ870.Value.Description","OHQ870.Count","OHQ870.Cumulative","OHQ870.Skip.to.Item"
"0 to 7","Range of Values",4809,4809,NA
"77","Refused",0,4809,NA
"99","Don't know",4,4813,NA
".","Missing",4957,9770,NA
