"FSD141.Code.or.Value","FSD141.Value.Description","FSD141.Count","FSD141.Cumulative","FSD141.Skip.to.Item"
"1","Yes",114,114,NA
"2","No",1021,1135,NA
"7","Refused",0,1135,NA
"9","Don't know",0,1135,NA
".","Missing",8621,9756,NA
