"TYXP220.Code.or.Value","TYXP220.Value.Description","TYXP220.Count","TYXP220.Cumulative","TYXP220.Skip.to.Item"
"-299 to -25","Range of Values",365,365,NA
".","Missing",8104,8469,NA
