"AUXLR173.Code.or.Value","AUXLR173.Value.Description","AUXLR173.Count","AUXLR173.Cumulative","AUXLR173.Skip.to.Item"
"-9 to 75","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
