"AUXLR271.Code.or.Value","AUXLR271.Value.Description","AUXLR271.Count","AUXLR271.Cumulative","AUXLR271.Skip.to.Item"
"-23 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
