"LBD118LC.Code.or.Value","LBD118LC.Value.Description","LBD118LC.Count","LBD118LC.Cumulative","LBD118LC.Skip.to.Item"
"0","detectable result",1887,1887,NA
"1","below detectable limit",0,1887,NA
".","Missing",398,2285,NA
