"LBD101LC.Code.or.Value","LBD101LC.Value.Description","LBD101LC.Count","LBD101LC.Cumulative","LBD101LC.Skip.to.Item"
"0","detectable result",71,71,NA
"1","below detectable limit",2236,2307,NA
".","Missing",240,2547,NA
