"TYXA243.Code.or.Value","TYXA243.Value.Description","TYXA243.Count","TYXA243.Cumulative","TYXA243.Skip.to.Item"
"0.323 to 3.348","Range of Values",167,167,NA
".","Missing",8302,8469,NA
