"LBD028LC.Code.or.Value","LBD028LC.Value.Description","LBD028LC.Count","LBD028LC.Cumulative","LBD028LC.Skip.to.Item"
"0","At or above the detection limit",236,236,NA
"1","Below lower detection limit",28,264,NA
".","Missing",0,264,NA
