"SMQ710.Code.or.Value","SMQ710.Value.Description","SMQ710.Count","SMQ710.Cumulative","SMQ710.Skip.to.Item"
"1 to 5","Range of Values",1184,1184,NA
"7","Refused",0,1184,NA
"9","Don't know",0,1184,NA
".","Missing",5796,6980,NA
