"AUDTYR66.Code.or.Value","AUDTYR66.Value.Description","AUDTYR66.Count","AUDTYR66.Cumulative","AUDTYR66.Skip.to.Item"
"0 to 0.88","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
