"TYXP246.Code.or.Value","TYXP246.Value.Description","TYXP246.Count","TYXP246.Cumulative","TYXP246.Skip.to.Item"
"-297 to -25","Range of Values",154,154,NA
".","Missing",8315,8469,NA
