"TYXA166.Code.or.Value","TYXA166.Value.Description","TYXA166.Count","TYXA166.Cumulative","TYXA166.Skip.to.Item"
"0.217 to 6.66","Range of Values",3521,3521,NA
".","Missing",4948,8469,NA
