"SXQ260.Code.or.Value","SXQ260.Value.Description","SXQ260.Count","SXQ260.Cumulative","SXQ260.Skip.to.Item"
"1","Yes",127,127,NA
"2","No",3348,3475,NA
"7","Refused",4,3479,NA
"9","Don't know",1,3480,NA
".","Missing",1577,5057,NA
