"AUDTYR36.Code.or.Value","AUDTYR36.Value.Description","AUDTYR36.Count","AUDTYR36.Cumulative","AUDTYR36.Skip.to.Item"
"0 to 1.91","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
