"AUXRR148.Code.or.Value","AUXRR148.Value.Description","AUXRR148.Count","AUXRR148.Cumulative","AUXRR148.Skip.to.Item"
"-41 to 47","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
