"AUXRR281.Code.or.Value","AUXRR281.Value.Description","AUXRR281.Count","AUXRR281.Cumulative","AUXRR281.Skip.to.Item"
"-16 to 62","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
