"AUXRR108.Code.or.Value","AUXRR108.Value.Description","AUXRR108.Count","AUXRR108.Cumulative","AUXRR108.Skip.to.Item"
"-66 to 53","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
