"SXQ251.Code.or.Value","SXQ251.Value.Description","SXQ251.Count","SXQ251.Cumulative","SXQ251.Skip.to.Item"
"1","Never",820,820,NA
"2","Less than half of the time",404,1224,NA
"3","About half of the time",207,1431,NA
"4","Not always, but more than half of the time",251,1682,NA
"5","Always",1321,3003,NA
"7","Refused",7,3010,NA
"9","Don't know",3,3013,NA
".","Missing",2289,5302,NA
