"AUDTYR42.Code.or.Value","AUDTYR42.Value.Description","AUDTYR42.Count","AUDTYR42.Cumulative","AUDTYR42.Skip.to.Item"
"0 to 2.41","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
