"AUXRR152.Code.or.Value","AUXRR152.Value.Description","AUXRR152.Count","AUXRR152.Cumulative","AUXRR152.Skip.to.Item"
"-24 to 58","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
