"AUXLR164.Code.or.Value","AUXLR164.Value.Description","AUXLR164.Count","AUXLR164.Cumulative","AUXLR164.Skip.to.Item"
"-4 to 49","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
