"SMQ862.Code.or.Value","SMQ862.Value.Description","SMQ862.Count","SMQ862.Cumulative","SMQ862.Skip.to.Item"
"1","Yes",146,146,NA
"2","No",4648,4794,NA
"7","Refused",0,4794,NA
"9","Don't know",3,4797,NA
".","Missing",5378,10175,NA
