"AUDTYR83.Code.or.Value","AUDTYR83.Value.Description","AUDTYR83.Count","AUDTYR83.Cumulative","AUDTYR83.Skip.to.Item"
"0 to 0.38","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
