"VIQ030.Code.or.Value","VIQ030.Value.Description","VIQ030.Count","VIQ030.Cumulative","VIQ030.Skip.to.Item"
"1","Excellent,",481,481,NA
"2","Good,",1101,1582,NA
"3","Fair,",559,2141,NA
"4","Poor, or",166,2307,NA
"5","Very poor?",67,2374,NA
"7","Refused",3,2377,NA
"9","Don't know",4,2381,NA
".","Missing",39,2420,NA
