"AUDTYL06.Code.or.Value","AUDTYL06.Value.Description","AUDTYL06.Count","AUDTYL06.Cumulative","AUDTYL06.Skip.to.Item"
"0 to 2.59","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
