"AUDTYR21.Code.or.Value","AUDTYR21.Value.Description","AUDTYR21.Count","AUDTYR21.Cumulative","AUDTYR21.Skip.to.Item"
"0 to 1.56","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
