"RFXC042.Code.or.Value","RFXC042.Value.Description","RFXC042.Count","RFXC042.Cumulative","RFXC042.Skip.to.Item"
"-6.678 to 3.776","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
