"MCQ082.Code.or.Value","MCQ082.Value.Description","MCQ082.Count","MCQ082.Cumulative","MCQ082.Skip.to.Item"
"1","Yes",14,14,NA
"2","No",8787,8801,NA
"7","Refused",0,8801,NA
"9","Don't know",12,8813,NA
".","Missing",1296,10109,NA
