"TYXA061.Code.or.Value","TYXA061.Value.Description","TYXA061.Count","TYXA061.Cumulative","TYXA061.Skip.to.Item"
"0.235 to 8.89","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
