"AUDTYR65.Code.or.Value","AUDTYR65.Value.Description","AUDTYR65.Count","AUDTYR65.Cumulative","AUDTYR65.Skip.to.Item"
"0 to 1.69","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
