"AUXLR172.Code.or.Value","AUXLR172.Value.Description","AUXLR172.Count","AUXLR172.Cumulative","AUXLR172.Skip.to.Item"
"-61 to 53","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
