"DUQ250.Code.or.Value","DUQ250.Value.Description","DUQ250.Count","DUQ250.Cumulative","DUQ250.Skip.to.Item"
"1","Yes",618,618,""
"2","No",40,658,"DUQ290"
"7","Refused",0,658,"DUQ290"
"9","Don't know",2,660,"DUQ290"
".","Missing",4136,4796,""
