"AUXRR120.Code.or.Value","AUXRR120.Value.Description","AUXRR120.Count","AUXRR120.Cumulative","AUXRR120.Skip.to.Item"
"-22 to 72","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
