"AUDTYR80.Code.or.Value","AUDTYR80.Value.Description","AUDTYR80.Count","AUDTYR80.Cumulative","AUDTYR80.Skip.to.Item"
"0 to 0.38","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
