"AUXRR179.Code.or.Value","AUXRR179.Value.Description","AUXRR179.Count","AUXRR179.Cumulative","AUXRR179.Skip.to.Item"
"-6 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
