"AUDTYL18.Code.or.Value","AUDTYL18.Value.Description","AUDTYL18.Count","AUDTYL18.Cumulative","AUDTYL18.Skip.to.Item"
"0 to 1.28","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
