"AUDTYR27.Code.or.Value","AUDTYR27.Value.Description","AUDTYR27.Count","AUDTYR27.Cumulative","AUDTYR27.Skip.to.Item"
"0 to 1.69","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
