"AUXRR231.Code.or.Value","AUXRR231.Value.Description","AUXRR231.Count","AUXRR231.Cumulative","AUXRR231.Skip.to.Item"
"-26 to 66","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
