"AUDTYL80.Code.or.Value","AUDTYL80.Value.Description","AUDTYL80.Count","AUDTYL80.Cumulative","AUDTYL80.Skip.to.Item"
"0 to 0.28","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
