"TYXA060.Code.or.Value","TYXA060.Value.Description","TYXA060.Count","TYXA060.Cumulative","TYXA060.Skip.to.Item"
"0.235 to 8.89","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
