"CIQP37.Code.or.Value","CIQP37.Value.Description","CIQP37.Count","CIQP37.Cumulative","CIQP37.Skip.to.Item"
"1","Yes",2,2,"CIQP39ZZ"
"2","No",0,2,"CIQP39ZZ"
"7","Refused",0,2,"CIQP39ZZ"
"9","Don't know",0,2,"CIQP39ZZ"
".","Missing",926,928,""
