"RHQ580.Code.or.Value","RHQ580.Value.Description","RHQ580.Count","RHQ580.Cumulative","RHQ580.Skip.to.Item"
"1","Yes",39,39,""
"2","No",13,52,"RHQ596"
"7","Refused",0,52,"RHQ596"
"9","Don't know",11,63,"RHQ596"
".","Missing",3555,3618,""
