"SXQ490.Code.or.Value","SXQ490.Value.Description","SXQ490.Count","SXQ490.Cumulative","SXQ490.Skip.to.Item"
"0 to 7","Range of Values",191,191,NA
"77777","Refused",1,192,NA
"99999","Don't know",0,192,NA
".","Missing",4865,5057,NA
