"CIQD097.Code.or.Value","CIQD097.Value.Description","CIQD097.Count","CIQD097.Cumulative","CIQD097.Skip.to.Item"
"1","Yes",3,3,"CIQD099"
"2","No",2,5,"CIQD099"
"7","Refuse",0,5,"CIQD099"
"9","Don't know",0,5,"CIQD099"
".","Missing",923,928,""
