"OHQ440.Code.or.Value","OHQ440.Value.Description","OHQ440.Count","OHQ440.Cumulative","OHQ440.Skip.to.Item"
"1","Yes",674,674,NA
"2","No",117,791,NA
"7","Refused",0,791,NA
"9","Don't Know",0,791,NA
".","Missing",8056,8847,NA
