"CIQD055.Code.or.Value","CIQD055.Value.Description","CIQD055.Count","CIQD055.Cumulative","CIQD055.Skip.to.Item"
"16 to 432","Range of Values",7,7,NA
"777","Refuse",0,7,NA
"999","Don't know",0,7,NA
".","Missing",921,928,NA
