"AUXRR160.Code.or.Value","AUXRR160.Value.Description","AUXRR160.Count","AUXRR160.Cumulative","AUXRR160.Skip.to.Item"
"-35 to 127","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
