"CBQ685.Code.or.Value","CBQ685.Value.Description","CBQ685.Count","CBQ685.Cumulative","CBQ685.Skip.to.Item"
"1","Always",277,277,NA
"2","Most of the time",357,634,NA
"3","Sometimes",800,1434,NA
"4","Rarely",644,2078,NA
"5","Never",363,2441,NA
"6","Never seen",0,2441,NA
"7","Refused",0,2441,NA
"9","Don't know",5,2446,NA
".","Missing",499,2945,NA
