"AUXLR224.Code.or.Value","AUXLR224.Value.Description","AUXLR224.Count","AUXLR224.Cumulative","AUXLR224.Skip.to.Item"
"-17 to 68","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
