"RHQ031.Code.or.Value","RHQ031.Value.Description","RHQ031.Count","RHQ031.Cumulative","RHQ031.Skip.to.Item"
"1","Yes",1608,1608,"RHQ131"
"2","No",1266,2874,""
"7","Refused",0,2874,"RHQ060"
"9","Don't know",5,2879,"RHQ060"
".","Missing",419,3298,""
