"LBD157LC.Code.or.Value","LBD157LC.Value.Description","LBD157LC.Count","LBD157LC.Cumulative","LBD157LC.Skip.to.Item"
"0","detectable result",1177,1177,NA
"1","below detectable limit",681,1858,NA
".","Missing",427,2285,NA
