"SMQ210.Code.or.Value","SMQ210.Value.Description","SMQ210.Count","SMQ210.Cumulative","SMQ210.Skip.to.Item"
"1","Yes",241,241,NA
"2","No",5160,5401,NA
"7","Refused",4,5405,NA
"9","Don't know",2,5407,NA
".","Missing",4,5411,NA
