"AUXRR252.Code.or.Value","AUXRR252.Value.Description","AUXRR252.Count","AUXRR252.Cumulative","AUXRR252.Skip.to.Item"
"-23 to 119","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
